State,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10
Maine,86800,86300,85700,85100,84500,84100,83600,83200,82900,82800,82600,82500,82400,82600,82800,83200,83600,84200,84800,85400,86000,86600,87000,87400,87700,88000,88300,88600,88900,89300,89700,90100,90600,91200,91900,92500,93300,94100,95000,96000,97000,98000,99100,100300,101400,102600,103800,104900,106000,107200,108400,109700,111000,112500,114000,115500,117100,118700,120200,121600,123000,124300,125400,126600,127600,128500,129300,130300,131200,132200,133300,134500,135700,136900,138100,139300,140600,141700,142900,144100,145200,146300,147500,148700,150100,151600,153300,155100,157100,159000,160800,162500,164100,165800,167600,169600,171800,174000,176200,178100,179600,180800,182200,184000,186500,189300,192000,194300,196200,197800,199000,199900,200600,201200,201800,202100,202100,202000,201900,201800,201700,201500,201400,201200,201000,200800,200600,200200,199800,199400,199100,198800,198400,198000,197900,197900,197900,198100,198200,198200,197600,196500,194900,192800,190300,187900,185700,183900,182400,181000,179700,178400,177200,176200,175500,174700,173600,172400,171300,170600,170400,170400,170700,171100,171900,172600,172700,173400,175400,177000,177900,178500,178500,177900,177100,176000,174800,173600,172200,170700,169500,168900,168600,168400,168200,168300,168500,168500,168400,168600,168900,169100,169200,169700,170200,170400,170900,171500,172100,172700,173300,173800,174600,175500,175800,175600,175400,175500,175700,176100,176400,176600,176800,177100,178000,178900,180000,181400,182600,183000,182700,182300,182000,182200,182900,183700,184200,184800,185100,185400,185500,185600,185900,186100,186400,186700,187100,187700,188800,189900,190700,191800,193400,194900,196100,197500,198900,200300,201800,203100,204000,204900,205900,206900,207800,208700,209500,210300,211500,213800,216100,217600,218900,220100,220700,221100,221600,223100,225500,228200,230000
New Hampshire,104700,104700,104800,104900,105100,105200,105400,105500,105800,106100,106500,106700,107000,107400,107900,108400,109000,109700,110500,111400,112500,113700,114800,115900,116800,117600,118300,119000,119600,120100,120700,121300,122000,122700,123600,124400,125400,126400,127600,128900,130200,131500,132800,134300,136000,137700,139400,140900,142500,144000,145600,147000,148600,150200,151900,153700,155600,157400,159300,161200,163200,165100,166900,168800,170700,172600,174400,176200,178000,179800,181500,183200,184800,186400,188200,190100,192100,194300,196600,199000,201400,203900,206500,209000,211600,214200,216700,219100,221400,223600,225600,227500,229400,231300,233200,235100,237100,239200,241400,243700,245800,247900,250000,252100,254300,256500,258700,260900,263000,264700,266200,267500,268500,269300,270200,270800,271100,271100,270800,270400,270000,269500,269100,268500,267900,267200,266400,265600,264600,263800,263100,262500,262000,261500,260800,259900,258900,257800,256400,254800,253100,251500,250000,248800,247500,245900,243900,241900,239900,238200,236600,235000,233500,232000,230600,229200,227600,225800,223900,222600,222000,221700,221700,221700,222100,222300,222600,222200,221600,221300,221500,221200,220600,219400,217800,216200,214600,213100,211700,210300,209100,208000,206800,205900,205200,204500,204300,204700,205000,205000,204700,204500,204500,204700,205400,206200,206500,206700,207200,207400,207600,208100,208800,209700,210900,212100,213200,214000,214800,215700,216100,216600,217500,218700,219400,219500,219600,219800,220100,220500,221400,222300,223100,223800,224200,224500,224900,225900,227200,228400,229500,230400,231100,231600,232300,233300,234400,235100,235500,236500,237700,238700,239400,240400,241600,243000,244300,245400,247100,249200,251600,253700,255300,256600,257500,258400,260100,262300,264100,265500,266400,267600,269400,271100,272500,274200,276100,278000,279400,280600,281800
Rhode Island,117800,117700,117600,117600,117600,117600,117700,117700,117800,117900,118000,117900,117800,117800,117900,117900,118000,118100,118300,118500,119000,119600,120100,120500,120800,121200,121500,121900,122400,122900,123400,123900,124600,125200,125800,126400,127000,127500,128100,128700,129400,130100,130900,131900,133100,134400,135800,137100,138400,139600,140700,141700,142700,143600,144600,145800,147200,148800,150500,152200,154100,156000,157900,159800,161900,164100,166400,168800,171200,173700,176200,178600,181200,183900,186700,189800,193200,196600,200100,203600,207000,210200,213500,217000,220700,224600,228600,232500,236300,239800,243200,246500,249800,252900,255900,258800,261900,265100,268400,271700,274800,277700,280500,283100,285800,288400,290800,293000,294900,296600,298000,299100,300000,300700,301000,301100,300900,300600,300500,300300,300200,299900,299400,298600,297500,296200,294900,293700,292600,291700,290900,290000,288800,287500,286100,284400,282600,280900,279300,277600,275600,273100,270300,267400,264400,261500,258500,255600,252800,250300,248000,245900,243700,241700,239800,237800,235500,233000,230700,229100,228300,228100,228300,228800,229200,229700,230200,231200,232100,232400,231500,230500,229300,228700,228100,226800,225400,224700,223700,222000,219700,217000,215100,213600,212600,211600,209900,207800,206800,206300,205500,204700,204900,206500,208300,209600,210100,209900,209700,210700,211400,210700,209800,209800,210700,211900,213300,214700,215600,215900,216500,216700,216400,216600,217700,218900,220000,220800,221000,221400,222000,222300,222300,222800,223400,223700,224500,225200,224900,224400,225000,226000,226700,227400,228300,229500,230900,232600,234000,235000,236000,237000,238300,240000,242100,244100,245400,246400,247800,249400,250900,252700,255000,257300,258500,259200,260300,262100,264800,267900,270500,272300,273900,275200,276400,277900,279500,280300,280500,281700,283300
Montana,134400,134400,134400,134400,134500,134500,134400,134400,134400,134400,134300,134300,134300,134300,134400,134400,134500,134500,134600,134500,134500,134400,134300,134300,134200,134200,134300,134300,134400,134500,134600,134600,134500,134500,134400,134300,134200,134200,134300,134400,134400,134500,134500,134500,134500,134500,134400,134300,134300,134300,134400,134400,134500,134500,134400,134400,134200,134000,134000,134100,134600,135500,136700,138200,139500,140500,141200,141700,142100,142300,142600,142900,143200,143600,144000,144400,144800,145300,145700,146300,147100,148000,148800,149300,149100,147900,145900,143600,141700,140500,139700,139300,139200,139300,139600,140300,141400,142800,144200,145600,146800,147700,148700,149800,151100,152200,153100,153700,154100,154500,155300,156300,157500,158700,159800,160700,161500,162200,163100,164100,165200,166400,167700,169100,170300,171400,172300,173200,173900,174600,175200,175800,176300,176700,177100,177700,178400,179100,179900,180700,181400,182000,182500,182900,183100,183200,183100,183100,183200,183200,183200,183200,183200,183200,183300,183300,183200,183200,183100,182900,182700,182500,182200,181900,181800,181800,181500,181800,182800,183500,183900,184100,184000,183700,183300,182500,181900,181600,181200,180700,179800,178900,178400,178100,177800,177700,177800,178300,179000,179400,179600,179700,179800,180000,180100,180500,180900,181400,182000,182800,183500,184200,184700,184900,185300,186300,187300,188200,188700,188900,189000,188900,189000,189200,189400,189600,189800,190200,190700,191400,192400,193300,193700,193700,193700,193400,193200,193600,194000,194300,195200,196200,196900,197500,198200,198600,198700,199200,200200,201500,203400,205000,205400,205200,205700,206700,207900,209100,210100,210700,210700,210400,210700,211200,210900,210400,210900,211300,211900,213600,215900,218700,222100,224800,225900,226200,226900,228300,229100,230200,231900
Delaware,104700,105500,106200,107000,107600,107900,108100,108200,108300,108500,108700,108700,108800,108900,109000,109200,109400,109700,110100,110600,111300,112200,112800,113200,113300,113200,113200,113200,113200,113400,113600,113800,114400,115100,115700,116200,116800,117300,117700,118100,118400,118500,118500,118500,118800,119200,119800,120400,121300,122200,123200,124200,125100,125900,126700,127500,128400,129500,130700,131800,132800,133700,134600,135500,136200,136700,137100,137700,138400,139400,140400,141500,142600,143600,144600,145500,146400,147200,147900,148900,150200,151900,153700,155500,157200,158900,160800,162700,164700,166400,167900,169300,170800,172400,174100,176100,178300,180500,183100,186000,189900,195000,201100,206900,211000,212900,213300,213200,213300,213700,214100,214500,215200,216200,217400,218900,220700,222700,224900,226900,228400,229700,230900,232000,232900,233300,233400,233200,233300,233600,234200,234500,234700,235200,235800,236500,236900,236800,236800,237000,237100,237100,237100,236800,236100,235600,235400,234900,233700,232100,230900,230500,230100,229100,228000,226400,224200,222100,220500,219200,218300,217400,217200,217900,219300,219900,219100,220100,223600,225800,225200,224300,223100,221400,220900,222300,223600,224000,224900,225600,225200,224600,224300,223900,223300,223800,219000,207800,197900,193900,191900,190400,189400,188700,188000,187100,185900,184900,185200,186500,187300,187200,187600,188300,188300,187700,187600,188200,189600,191200,192600,194200,195400,195800,195800,195700,196000,197100,198300,198900,198900,198400,198500,199500,200400,201200,201600,201200,201000,201900,203100,203900,204800,206300,207400,208500,209400,210000,211200,212700,213600,213800,214600,216000,217200,218100,219200,220000,220600,221400,222700,223300,223300,223300,222800,222400,222700,222600,224500,230700,237800,240300,239200,237100,235300,233700,233200,233400,233800,233800,233800
South Dakota,40600,40700,41100,41600,42300,43300,44500,45900,47200,48300,49200,49700,49600,49200,48600,48200,48100,48100,48500,49000,49900,51000,52600,54400,56300,58200,60000,61500,62800,64000,65400,66800,68500,70400,72700,75100,77200,78900,80100,80800,81100,81100,80900,80600,80100,79800,79800,80200,80700,81500,82300,83100,83600,83900,84000,84400,85000,86100,87500,89200,90900,92500,93900,94900,95500,95700,96000,96300,96700,97300,97800,98000,98100,98000,97900,98200,98900,100000,101200,102200,102400,101500,99700,98000,96400,95200,94700,95100,96100,97700,99600,101700,103900,106200,108500,110900,113200,115400,117400,118900,119900,120600,120700,120600,120400,120500,120700,121200,122000,123100,124500,125900,127200,128300,129200,130000,130800,131700,132800,133800,134800,135700,136600,137200,137500,137800,138000,138200,138400,138500,138600,138800,138900,138900,138800,138600,138400,138300,138400,138600,138900,139300,139700,139900,139900,139600,139400,139400,139400,139500,139700,140000,140300,140500,140700,141100,141300,141500,141400,141200,140900,140600,140300,140100,140000,140000,139900,139800,140100,140400,140600,140800,141100,141100,140800,140500,140200,139900,139500,139000,138600,138500,138400,138400,138400,138400,138400,138200,137700,137600,137600,137600,137300,137000,136900,137300,137900,138700,139600,140800,141900,142800,143400,143800,144300,145100,145900,146400,146400,146300,146400,146500,146300,146000,145800,145900,146300,146600,146900,147400,148300,149100,149900,150700,151600,152500,153600,154700,155700,156600,157300,157700,158200,158700,159100,159500,160800,162400,163700,164200,164700,165400,166000,166100,166200,166600,166800,167300,168200,168900,169300,169900,170600,171300,172100,172900,173700,174400,175100,176000,176400,176800,178300,180300,181500,182100,182400,182700,182900,183600,184400
Alaska,124700,126400,128100,129800,131300,132600,133700,134600,135400,136200,136500,136300,136100,135900,135700,135600,135700,136000,136500,137200,138300,139600,140800,141700,142600,143400,144400,145500,146700,148000,149200,150200,151200,152100,152700,153000,153500,154100,154700,155300,155900,156600,157200,157700,158100,158500,158700,158500,158300,157900,157400,157000,156700,156700,157300,158700,161300,164700,168700,172900,177300,181300,184800,187700,190100,192000,193300,194400,195400,196300,197000,197500,198000,198600,199100,199600,200000,200500,200900,201300,201500,201800,202400,203100,204000,205100,206600,208300,210000,211700,213300,214800,215900,217000,218000,219100,220200,221400,222900,224600,226500,228600,230800,233100,235500,237900,240300,242600,244900,247100,249000,250900,252800,254800,256900,259000,260900,262700,264300,265800,267400,269000,270700,272400,274000,275600,276900,278100,279300,280300,281300,282200,283100,283900,284700,285300,285800,286300,286700,287200,287600,288000,288300,288700,289000,289200,289100,289100,289100,289200,289400,289600,289900,290300,290700,291200,291700,292000,292200,292600,293200,293700,294000,294000,294300,294400,294500,294400,294700,295300,296300,297000,296900,296500,296900,297400,297600,298100,298600,298700,298200,297800,297500,297200,297200,297600,297700,297200,296800,296500,296100,295500,295400,296100,297000,297900,298800,299400,300000,301000,302000,302800,303500,304200,304800,305600,306500,307000,307100,307700,308300,308700,308800,308900,309300,310200,310700,309300,307500,307600,309000,310500,312200,314200,315900,317300,318400,319500,320600,321600,322400,322600,322300,321800,321400,320900,320200,320300,321200,322100,322600,323200,324000,324500,324300,323700,322900,322100,321600,321600,322000,322500,323100,323500,323600,323500,323900,324500,325100,326000,327200,327400,326600,325600,325600,326600,327900,328500,329000,329300,329200
Vermont,90800,90100,89300,88500,87900,87300,86900,86600,86500,86400,86400,86500,86600,86800,87100,87300,87600,87800,88000,88200,88500,88700,88900,89200,89700,90400,91300,92300,93400,94300,95100,95800,96500,97100,97700,98200,98700,99200,99700,100400,101100,101900,102700,103500,104400,105300,106200,107000,107700,108400,109000,109600,110200,110700,111200,111800,112500,113200,113900,114600,115300,115900,116500,117000,117600,118300,119000,119800,120800,121800,122800,123900,124900,125900,126900,127800,128700,129600,130500,131500,132500,133500,134500,135400,136500,137500,138800,140200,141600,143100,144400,145600,146500,147500,148600,149800,151300,152900,154500,156200,157700,159300,160900,162700,164600,166700,168700,170800,172900,174800,176600,178300,179700,181000,182200,183200,184200,185000,185900,186600,187200,187800,188300,188900,189500,190200,190900,191400,191900,192300,192600,192800,192800,192600,192400,192200,192100,192100,192100,192300,192500,192600,192600,192400,192100,191400,190600,189700,188900,188100,187200,186500,185700,185000,184300,183600,182800,181900,181000,180500,180200,179900,179500,179200,178900,178700,178700,179000,179400,180400,181400,181900,181800,181400,180700,179900,179300,178900,178500,178300,178100,177900,177800,177600,177600,178100,178800,179400,179800,179900,179800,179400,178900,178400,178400,178800,179100,179100,179200,179500,179800,180100,179900,179600,179900,180300,180200,180000,180000,180300,180800,181100,181200,181600,182300,182900,183300,183300,183300,183200,183000,182900,183000,183200,183400,183300,183300,183400,183500,183600,183900,184200,184300,184000,183600,183600,183600,183400,183600,184200,184800,185300,185800,186100,186200,186200,186100,186200,187100,188400,189700,190400,190800,191300,191700,191900,192000,192300,192700,193500,193900,194000,194100,194500,194700,195000,195300,196300,198400,200500,201500
District of Columbia,121300,120800,120300,119900,119800,119900,120200,120700,121500,122400,123300,124100,124900,125500,125900,126200,126300,126400,126600,127000,127500,128100,128800,129400,130100,130900,131800,132800,133800,134800,135700,136600,137300,138000,138700,139400,140100,140900,141700,142600,143400,144100,144700,145500,146400,147500,148600,149700,150800,151900,153100,154200,155200,156300,157400,158700,160200,161800,163600,165400,167300,169200,171000,172900,174800,176700,178600,180500,182500,184600,186800,189200,191700,194600,197700,201000,204600,208400,212600,217400,222500,227700,232700,237500,242400,247200,252000,256800,261800,267000,272300,277700,283200,288700,294400,300200,306400,312900,319700,326600,333300,340100,346600,352400,357500,362400,367300,372500,377900,383300,388900,394800,400600,406200,411200,415800,419800,423300,426300,428700,430400,431500,432100,432300,431900,431200,430400,429600,429500,430200,431600,433000,434200,435000,435400,435100,434000,432500,430800,428800,426400,423800,421500,418900,416000,413100,410200,407100,403900,400600,397200,393800,390400,387300,384600,381500,377800,374000,371000,369600,369500,370000,370700,371500,372900,374200,374500,374700,376000,376100,374900,373300,372000,371500,371800,373100,374600,375200,374400,373200,372200,372600,373400,373200,372300,372200,372800,373300,373900,375100,377400,380100,383300,386500,389700,392800,396500,400700,404800,408200,411300,414700,418400,423000,428900,434700,440100,447300,454800,459800,463000,467300,471800,476000,479600,484400,488500,491600,494700,498300,502100,505600,509100,512300,515300,518800,524100,528700,532200,537100,544100,550300,555300,561000,566400,570800,574600,577000,578800,582300,587800,593700,598300,601600,603900,605500,609400,616400,624300,631300,637700,642500,646100,649100,652300,654600,656800,658300,658600,658800,659200,662000,668800,675700,678500,680700,684400,688500,692500,697800,702700
Wyoming,130600,130700,130800,130800,130700,130400,130200,130100,130000,130000,130200,130300,130500,130700,130800,130800,130700,130500,130400,130200,130100,129900,129700,129400,128900,128400,128000,127700,127600,127600,127800,128100,128500,129000,129500,130000,130500,131000,131400,131900,132300,132700,133200,133700,134200,134700,135200,135700,136100,136600,137200,137700,138400,139000,139700,140400,141300,142300,143500,144800,146300,147700,148900,149800,150500,150800,151100,151400,151700,152000,152500,152900,153200,153200,153100,152800,152600,152400,152400,152500,152800,153100,153600,153900,154300,154800,155400,156300,157500,159000,160600,162300,163900,165600,167700,170000,172300,174400,176100,177500,178400,178700,178600,178100,176900,174800,171600,167700,163800,160600,158400,157000,156200,156000,156000,156200,156700,157500,158600,160100,161800,163400,165000,166500,168000,169500,171000,172300,173600,174800,176000,177200,178500,179700,180800,181700,182400,182800,183200,183500,184000,184500,185000,185500,185800,185700,185400,185100,184600,184200,183800,183600,183500,183400,183400,183400,183400,183100,182800,182500,182300,182000,181800,181600,181300,181200,181400,181600,181900,182700,183200,183400,183400,183500,183300,183000,182400,182000,181500,181200,181300,181600,182000,182300,182300,182200,182200,182300,182500,182900,183100,183200,183200,183200,183400,183800,184400,185100,185700,186300,187000,187500,188000,188500,189000,189200,188900,188900,189300,189600,189600,190000,190800,191600,192100,192200,191900,191500,191400,191700,192300,193100,194200,195200,196000,196700,197500,198400,199400,200400,201500,202600,203300,203700,204100,204400,204800,205200,205600,206400,207300,208100,208800,209100,209300,209700,210100,210200,210100,210000,210200,210500,210700,210700,210100,210000,210600,211100,211300,212200,213500,214600,215700,216300,217200,218900,220900,222000,222000,222200,223200
mortRate,7.92,8.03,8.29,8.19,8.09,8.16,7.86,7.52,7.64,7.88,7.65,7.97,8.08,7.94,7.58,7.43,7.58,7.28,7.21,7.17,6.99,7.12,7.09,7.08,7.15,7.07,6.96,6.97,6.92,6.64,6.83,6.78,6.83,6.74,6.89,6.98,6.93,7.23,7.63,7.7,7.8,7.76,7.96,7.75,8.06,8.25,8.31,8.23,8.13,8.62,8.22,8.13,7.99,7.88,7.68,7.73,7.13,7.15,7.12,6.91,7.12,7.2,7.11,7.03,6.92,6.72,6.64,7.02,7.16,6.96,6.81,7.18,6.88,6.76,6.55,6.34,6.22,5.99,6.31,6.13,5.93,5.9,5.79,5.91,5.79,5.31,5.24,5.94,6.32,5.98,5.94,5.89,5.85,5.68,5.58,5.4,6.01,6.32,6.25,6.08,5.82,5.72,5.64,5.72,5.81,5.66,5.69,6.04,5.78,5.65,5.53,5.77,5.77,5.91,6.15,6.28,6.22,6.12,6.26,6.35,6.58,6.62,6.78,6.72,6.44,6.31,6.4,6.14,6.18,6.25,6.22,6.16,6.16,6.42,6.67,6.69,6.45,6.42,6.33,6.1,6.17,5.68,6.24,5.85,6.03,6.08,6.45,6.52,6.4,6.09,6.46,5.97,5.1,5.1,5.07,4.85,4.78,4.91,5.42,5.25,5.14,5.04,5.03,4.78,5.14,4.98,5.05,4.99,5.06,4.78,4.69,4.54,4.36,4.32,4.23,4.4,4.86,4.8,4.95,4.86,4.78,4.6,4.51,4.55,4.22,4.01,4.1,3.98,3.95,3.98,3.95,3.99,3.88,3.75,3.66,3.49,3.59,3.4,3.41,3.32,3.35,3.53,3.51,3.57,3.4,3.81,4.46,4.31,4.51,4.32,4.1,4.29,4.48,4.32,4.37,4.4,4.33,4.12,4.14,4.12,4.1,4.2,3.98,3.97,3.87,3.66,3.8,3.69,3.68,3.87,4.02,3.98,3.84,3.86,3.76,3.95,4.01,3.79,3.62,3.71,3.66,3.64,3.48,3.48,3.43,3.42,3.47,4.03,4.32,4.19,4.16,4.14,4.03,3.95,3.88,3.92,3.82,3.83,3.94,3.9,3.99,4.15,4.4,4.44,4.58,4.56,4.55,4.54,4.52,4.72,4.86
DJI_Open,5588.600098,5567.600098,5643.899902,5654.600098,5528.899902,5611.799805,5878.399902,6027.100098,6520.600098,6447.5,6810.799805,6874.299805,6583.5,7008.990234,7331,7678,8222.799805,7631.700195,7948.5,7445.799805,7825.120117,7910.200195,7909.990234,8544.469727,8801.55957,9066.610352,8900.950195,8958.990234,8883.290039,7545.759766,7841.330078,8595.700195,9116.549805,9184.009766,9359.599609,9307.389648,9786.44043,10789.04004,10561.00977,10966.04981,10654.83008,10828.44043,10335.69043,10730.78027,10876.46973,11501.84961,10937.74023,10128.11035,10863.28027,10749.41992,10532.26953,10450.36035,10523.80957,11219.54004,10659.05957,10966.20996,10416.75977,10790.91992,10884.82031,10493.25,9877.160156,10734.04981,10913.57031,10504.9502,10527.37988,9946.980469,8845.969727,9087.450195,9848.929688,10021.70996,9923.040039,10111.04004,10402.07031,9944.900391,9923.94043,9239.25,8732.580078,8659.269531,7593.040039,8395.639648,8902.950195,8342.379883,8053.740234,7890.240234,7992.830078,8478.480469,8851.450195,8983.660156,9232.679688,9416.669922,9276.799805,9802.459961,9785.349609,10452.74023,10487.78027,10582.25,10357.51953,10227.26953,10187.17969,10434,10138.4502,10170.12012,10082.04004,10028.73047,10425.79981,10783.75,10489.71973,10769.04004,10504.57031,10192,10462.86035,10273.58984,10641.78027,10481.44043,10569.5,10440.07031,10806.03027,10718.29981,10862.13965,10993.25,11113,11367.78027,11169.03027,11149.33984,11184.79981,11382.75,11678.99023,12080.25,12220.96973,12459.54004,12617.2002,12268.62988,12354.51953,13062.75,13628.69043,13409.59961,13211.08984,13358.38965,13895.70996,13924.16016,13368.21973,13261.82031,12638.16992,12264.36035,12266.63965,12818.33984,12637.66992,11344.63965,11379.88965,11545.62988,10847.40039,9326.040039,8826.889648,8772.25,8000.620117,7056.47998,7606.129883,8167.410156,8501.530273,8447.530273,9173.650391,9492.320313,9711.599609,9712.129883,10343.82031,10430.69043,10068.99023,10326.09961,10857.30957,11009.59961,10133.94043,9773.269531,10468.82031,10016.00977,10789.71973,11120.29981,11007.23047,11577.42969,11892.5,12226.49023,12321.01953,12810.16016,12569.41016,12414.33984,12144.21973,11613.29981,10912.09961,11951.53027,12046.20996,12221.19043,12632.75977,12952.29004,13211.36035,13214.16016,12391.55957,12879.70996,13007.46973,13092.15039,13437.66016,13099.19043,13027.73047,13104.29981,13860.58008,14054.49023,14578.54004,14839.79981,15123.54981,14911.59961,15503.84961,14801.54981,15132.49023,15558.00977,16087.12012,16572.16992,15697.69043,16321.70996,16458.05078,16580.25977,16716.84961,16828.5293,16561.69922,17097.41992,17040.46094,17390.90039,17827.26953,17823.07031,17169.99023,18134.05078,17778.51953,17859.26953,18017.82031,17638.11914,17696.74023,16528.0293,16278.62012,17672.61914,17719.7207,17405.48047,16453.63086,16545.66992,17661.74023,17783.7793,17754.55078,17924.24023,18434.5,18396.57031,18279.59961,18158.24023,19149.19922,19872.85938,19923.81055,20957.28906,20665.16992,20962.73047,21030.55078,21392.30078,21961.41992,21981.76953,22423.4707,23442.90039,24305.40039,24809.34961,26083.03906,25024.03906,24076.59961,24117.28906,24542.08984,24161.5293,25461.63086,25916.07031,26598.35938
DJI_High,5697.689941,5796.100098,5742.540039,5733.310059,5739.02002,5929.890137,6133.72998,6589.529785,6587.049805,6906.600098,7073.620117,7112.100098,7057.549805,7394.950195,7834.060059,8282.769531,8299.490234,8035.629883,8184.700195,7881.069824,8166.290039,8035.540039,8566.889648,8959.240234,9213.330078,9261.910156,9104.719727,9367.839844,8886.120117,8182.470215,8659.80957,9380.200195,9334.879883,9647.959961,9611.330078,10085.30957,10961.70996,11130.66992,11003.41016,11252.26953,11365.92969,11142.41016,10790.01953,11112.76953,11568.76953,11750.28027,11118.92969,11234.65039,11425.4502,10971.24023,10863,10874.62988,11319.05957,11401.19043,10995.41016,11006.5,10917.67969,11028,11035.13965,10859.5,10906.41016,11350.04981,11196.53027,10679.12012,10609.65039,10182.37988,9598.169922,9992.790039,10184.4502,10300.15039,10255.24023,10673.09961,10402.07031,10353.42969,9986.490234,9410.379883,9077.009766,8726.900391,8558.629883,8950.330078,9043.370117,8869.290039,8152.529785,8522.179688,8559.769531,8868.330078,9352.769531,9361.400391,9499.969727,9686.080078,9850.009766,9903.570313,10462.44043,10705.17969,10753.62988,10695.54981,10570.80957,10386.32031,10498.66992,10448.08984,10211.25,10363.36035,10270.37012,10602.84961,10868.07031,10867.38965,10853.42969,10984.45996,10568.92969,10560.80957,10656.29004,10717.73047,10719.41016,10701.80957,10608.55957,10959.79004,10940.33984,11047.75977,11159.17969,11334.95996,11417.66016,11670.19043,11285.82031,11257.08008,11407.08008,11741.99023,12167.01953,12361,12529.87988,12657.01953,12795.92969,12511.04981,13162.05957,13673.07031,13692,14021.9502,13695.82031,13924.80957,14198.09961,13924.16016,13780.11035,13279.54004,12767.74023,12622.07031,13010,13136.69043,12638.08008,11698.16992,11867.11035,11790.16992,10882.51953,9653.950195,9026.410156,9088.05957,8315.070313,7931.330078,8307.509766,8591.929688,8877.929688,9246.429688,9630.200195,9917.990234,10119.46973,10495.61035,10580.33008,10729.88965,10438.54981,10955.48047,11258.00977,11177.66992,10594.16016,10584.99023,10719.94043,10948.87988,11247.59961,11451.53027,11625,12020.51953,12391.29004,12383.45996,12832.83008,12876,12569.49023,12753.88965,12282.41992,11716.83984,12284.30957,12187.50977,12328.46973,12841.9502,13055.75,13289.08008,13297.11035,13338.66016,12898.94043,13128.63965,13330.75977,13653.24023,13661.87012,13290.75,13365.86035,13969.99023,14149.15039,14585.09961,14887.50977,15542.40039,15340.08984,15634.32031,15658.42969,15709.58008,15721,16174.50977,16588.25,16573.07031,16398.94922,16505.69922,16631.63086,16735.50977,16978.01953,17151.56055,17153.80078,17350.64063,17395.53906,17894.83008,18103.44922,17951.7793,18244.38086,18288.63086,18175.56055,18351.35938,18188.81055,18137.11914,17704.75977,16933.42969,17799.96094,17977.84961,17901.58008,17405.48047,16795.98047,17790.10938,18167.63086,17934.60938,18016,18622.00977,18722.60938,18551.53906,18399.96094,19225.28906,19987.63086,20125.58008,20851.33008,21169.10938,21070.90039,21112.32031,21535.0293,21929.80078,22179.10938,22419.50977,23485.25,24327.82031,24876.07031,26616.71094,26306.69922,25449.15039,24858.9707,25086.49023,25402.83008,25587.24023,26167.93945,26769.16016,26951.81055
